CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
-0.3277095062134632,0,0,0.37425806453046634,2,-1.2252912455810154,1,1.0,1.0,0.02265806664583684,1
-0.4419276708038216,2,0,0.27077283286174253,1,0.11770134145621543,1,0.0,1.0,0.2173449903806735,0
-1.542575438674548,0,0,0.37425806453046634,8,1.3332190282815302,3,1.0,0.0,0.2415030605628699,1
0.502968054443689,0,0,0.0638023695242949,1,-1.2252912455810154,2,0.0,0.0,-0.10817300012068143,0
-0.05773929899988874,2,1,0.581228527867914,8,0.5976066219058537,2,1.0,0.0,0.8645933969994231,1
-1.2726052314609737,0,1,-0.7640794838254956,6,0.40949215914800174,2,0.0,0.0,-0.34550313802798227,0
-1.5944927862156202,2,1,-1.4884761055065623,3,-1.2252912455810154,2,1.0,0.0,-0.4114401868536947,0
-1.8125456458881226,0,0,-0.4536237888193242,10,-1.2252912455810154,2,1.0,0.0,-1.283311564549304,0
-1.0545523717884713,0,0,-1.3849908738378385,5,-1.2252912455810154,2,0.0,0.0,1.5794457538947684,0
-0.16157399408203277,2,0,-0.3501385571506003,7,-1.2252912455810154,2,1.0,1.0,-0.592989826136217,0
-0.3588599147381064,1,1,0.6847137595366378,3,1.0683090995060982,2,0.0,1.0,-0.6212421012593335,0
0.025328457065826468,1,1,2.0300217712300475,1,0.899625019549576,1,1.0,0.0,-1.6513953724007477,1
-1.0545523717884713,2,0,-1.4884761055065623,9,-1.2252912455810154,2,1.0,1.0,-1.489492699071337,0
-0.659980530476324,2,1,0.7105850674538188,6,-1.2252912455810154,1,0.0,0.0,1.0198757722459455,0
0.7833217311654778,0,0,-1.4884761055065623,6,-1.2252912455810154,2,1.0,1.0,-0.7882667049755397,0
0.8456225482147642,0,1,0.27077283286174253,8,-1.2252912455810154,2,1.0,1.0,1.232088467224486,0
-0.15119052457381835,2,0,-0.6254092733894053,8,-1.2252912455810154,2,1.0,0.0,0.669775159554714,0
-1.459507682608833,2,0,-0.03968286214442891,4,-1.2252912455810154,1,1.0,0.0,0.32815202083248635,1
0.1914639691972569,0,1,0.7881989912053616,3,-1.2252912455810154,2,0.0,1.0,-1.5924332556373009,0
2.029338072151206,0,0,-0.03968286214442891,5,-1.2252912455810154,1,1.0,1.0,1.5230655603406655,0
-0.763815225558468,0,1,-1.3849908738378385,3,-1.2252912455810154,2,0.0,1.0,0.42545913228220483,0
1.0948258164119098,1,1,-0.2011198235476383,2,0.9671330725050741,1,1.0,1.0,1.2174053334299924,0
-0.8261160426077544,0,1,0.581228527867914,9,-1.2252912455810154,2,0.0,0.0,-1.0716030794315847,0
-0.7949656340831113,1,0,0.47774329619919015,3,1.0397855225399932,1,1.0,1.0,0.0024574960059386484,0
-2.487471163922059,0,1,-0.9710499471629432,0,-0.2686643041807534,2,1.0,1.0,-0.8098477218608109,0
-0.6184466524434664,2,0,0.0638023695242949,3,-1.2252912455810154,3,1.0,0.0,0.7030630980446307,1
-1.2206878839199018,0,1,-0.24665332548187655,7,0.14179986839736466,1,0.0,1.0,0.9859098723771119,0
-1.0130184937556137,1,1,0.27077283286174253,9,0.5392249341644232,2,0.0,0.0,-0.3156281385166418,0
-1.3556729875266889,2,0,0.37425806453046634,6,-1.2252912455810154,2,1.0,1.0,-1.1415698068586642,0
0.7417878531326202,2,0,-0.9710499471629432,9,-1.2252912455810154,2,1.0,1.0,0.7302596457254626,0
-1.822929115396337,0,0,0.6847137595366378,0,0.9262445462369626,1,1.0,0.0,-1.2561442363429867,1
-1.667177072773121,2,1,-0.7640794838254956,3,1.1024547687107609,1,0.0,1.0,0.24385453255952422,0
1.5932323528062011,2,1,-0.557109020488048,7,0.0013741572592214756,1,0.0,1.0,-0.027700828052927624,0
2.0708719501840633,0,1,-0.24665332548187655,7,-1.2252912455810154,1,1.0,1.0,-1.0302166505141372,0
-0.711897878017396,1,1,0.27077283286174253,6,-0.09796464230151485,2,0.0,1.0,1.3571038150099297,0
-1.8540795239209802,2,1,0.16728760119301872,4,-1.2252912455810154,1,1.0,0.0,-0.5198964410106273,0
-1.926763810478481,0,0,1.3056251495489806,8,0.7380874578795366,1,0.0,0.0,1.4131705949147737,1
-0.9818680852309705,0,0,2.340477466236219,2,0.6563140910154575,1,1.0,1.0,-0.10248215960806827,0
1.904736438052633,0,0,1.098654686211533,2,0.8802621005731358,1,0.0,0.0,1.6404582777121026,1
0.09801274362332728,2,0,2.340477466236219,5,1.2734520085539427,1,1.0,1.0,1.0138506470308495,0
1.3024952065761979,1,0,-0.6605942521567718,4,0.5281453229608511,2,1.0,1.0,0.4604037106218356,0
1.8528190905115611,1,0,-1.1780204105003909,9,0.5702026880383353,1,1.0,1.0,0.34197352797968533,1
-0.14080705506560395,1,0,0.0638023695242949,9,0.9836089884667532,1,1.0,1.0,0.30570294205850945,1
-1.044168902280257,1,1,-0.03968286214442891,2,0.4315206203173551,1,0.0,1.0,-0.15945491714831,0
1.3024952065761979,1,0,-0.14316809381315274,2,0.4375753784162511,2,1.0,0.0,1.6358207296855645,0
0.4925845849354745,1,1,0.581228527867914,10,0.6393923689710145,2,1.0,0.0,1.7046959010289904,0
-0.6807474694927528,1,1,-0.24665332548187655,5,1.1151261095405327,2,0.0,0.0,-0.23691365698129813,0
1.4270968406747706,0,0,-0.557109020488048,5,-1.2252912455810154,2,0.0,0.0,0.2944915340425082,0
